Sr. No,Date of data collection,Time of data collection,pond_id,region,Type,Is follow up,Is follow up possible,Reason follow up not possible,Group,Pond status,Observer,Equipment,Weather,DO (mg/L),pH,Turbidity (in cm),Ammonia—TAN (NH3-N) (mg/L),Ammonia—TAN (NH3) (mg/L),Ammonia—NH3 (mg/L),Temp (in °C),TDS (ppt),Alkalinity (mg/L),Hardness (mg/L),Water color,Is WQ in range?,Parameters out of range,Corrective actions requested,Corrective actions requested (other),Corrective actions amount requested,Corrective actions,Corrective actions implemented,Corrective actions implementation date,Corrective actions taken,Corrective actions taken (other),Corrective actions taken (details),Non-prescribed corrective actions taken,Reason not implemented,Water quality improved after corrective actions,Corrective action notes,Individuals air gulping,Individuals tail splashing,Dead fish,Notes (mortalities),Self-initiated corrective actions taken,Self-initiated corrective actions implemented on (exact date),Self-initiated corrective actions implemented (date range),Self-initiated corrective actions notes,Feed amount (kg),Stocking density (per acre),Species,Weight,Notes,Have fish been helped
6414,04/10/2024,07:15,pond_a6d694f5,Eluru,Morning,No,,,Focus group 3,Treatment,Sanjay,"Taiwan #1, Winkler's Method (DO)",Sunny,3.6,8.19,29.0,0.32,,,31.2,2.21,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,400.0,6767.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6440,04/10/2024,06:40,pond_a4a1da02,Eluru,Morning,No,,,Focus group new,Treatment,Sanjay,"Taiwan #1, Winkler's Method (DO)",Sunny,3.4,8.12,29.0,0.26,,,30.5,1.21,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,250.0,14765.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6413,04/10/2024,06:35,pond_a0b42194,Eluru,Morning,No,,,Focus group new,Treatment,Sanjay,"Taiwan #1, Winkler's Method (DO)",Sunny,3.4,8.23,26.0,0.28,,,30.4,2.12,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,650.0,3077.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6412,04/10/2024,06:10,pond_8e6046b4,Eluru,Morning,No,,,Focus group 3,Treatment,Sanjay,"Taiwan #1, Winkler's Method (DO)",Sunny,3.9,8.32,30.0,0.11,,,31.4,1.34,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,2500.0,2345.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6429,04/09/2024,17:10,pond_2ec8980d,Nellore,Evening,No,,,Focus group 4,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 50%",8.5,8.34,32.0,0.11,,,33.8,0.93,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,1463.0,Roopchand,850.0,,No
6428,04/09/2024,07:15,pond_2ec8980d,Nellore,Morning,No,,,Focus group 4,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 75%",3.3,8.11,32.0,0.11,,,31.3,0.91,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,70.0,1463.0,Roopchand,850.0,,No
6427,04/08/2024,17:05,pond_f2e849c5,Nellore,Evening,No,,,Focus group 4,Control,Chandu,Taiwan #8,"Sunny, Cloud cover 50%",11.1,8.3,36.0,0.0,,,33.9,0.96,,,Transparent,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,3000.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6461,04/08/2024,17:03,pond_4afa4e4f,Eluru,Evening,No,,,Focus group 3,Treatment,Nagaraju P.,"Taiwan #2, Winkler's Method (DO)",Sunny,9.8,8.48,,,,,32.8,2.07,,,Light brown,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,7718.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6425,04/08/2024,16:49,pond_d01750af,Nellore,Evening,No,,,Focus group 4,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 50%",9.5,8.38,30.0,0.07,,,33.6,1.17,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,3261.0,"Catla (Catla catla), Rohu (Labeo rohita)",350.0,,No
6423,04/08/2024,16:36,pond_2e1713ae,Nellore,Evening,No,,,Focus group 4,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 50%",10.8,8.27,36.0,0.01,,,33.7,1.29,,,Transparent,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,3726.0,"Catla (Catla catla), Rohu (Labeo rohita)",200.0,,No
6393,04/08/2024,16:33,pond_9a0003fb,Eluru,Evening,No,,,Focus group 4,Treatment,Nagaraju P.,"Taiwan #2, Winkler's Method (DO)",Sunny,10.9,8.21,,,,,31.8,2.32,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,3211.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6392,04/08/2024,16:18,pond_c8879b29,Eluru,Evening,No,,,Focus group 4,Treatment,Nagaraju P.,"Taiwan #2, Winkler's Method (DO)",Sunny,9.3,8.26,,,,,32.5,1.77,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,3154.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
6460,04/08/2024,07:31,pond_4afa4e4f,Eluru,Morning,No,,,Focus group 3,Treatment,Nagaraju P.,"Taiwan #2, Winkler's Method (DO)",Sunny,3.0,8.31,33.0,0.27,,,30.9,2.04,,,Light brown,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,300.0,7718.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6426,04/08/2024,07:25,pond_f2e849c5,Nellore,Morning,No,,,Focus group 4,Control,Chandu,Taiwan #8,"Sunny, Cloud cover 75%",4.4,8.03,36.0,0.0,,,30.7,0.94,,,Transparent,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,50.0,3000.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6390,04/08/2024,07:03,pond_c8879b29,Eluru,Morning,No,,,Focus group 4,Treatment,Nagaraju P.,"Taiwan #2, Winkler's Method (DO)",Sunny,3.3,7.94,27.0,0.39,,,30.7,1.18,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,1000.0,3154.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
6424,04/08/2024,06:48,pond_d01750af,Nellore,Morning,No,,,Focus group 4,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 75%",3.6,8.11,30.0,0.07,,,30.4,1.15,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,120.0,3261.0,"Catla (Catla catla), Rohu (Labeo rohita)",350.0,,No
6391,04/08/2024,06:48,pond_9a0003fb,Eluru,Morning,No,,,Focus group 4,Treatment,Nagaraju P.,"Taiwan #2, Winkler's Method (DO)",Sunny,4.1,7.96,28.0,0.31,,,30.6,2.31,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,1250.0,3211.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6422,04/08/2024,06:18,pond_2e1713ae,Nellore,Morning,No,,,Focus group 4,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 50%",4.4,8.07,36.0,0.01,,,30.9,1.27,,,Transparent,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,80.0,3726.0,"Catla (Catla catla), Rohu (Labeo rohita)",200.0,,No
6387,04/06/2024,17:15,pond_f86d5d94,Eluru,Evening,No,,,Focus group new,Treatment,Sanjay,"Taiwan #1, Winkler's Method (DO)",Sunny,9.2,8.42,,,,,34.4,3.17,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,2703.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6386,04/06/2024,16:45,pond_87edd7c9,Eluru,Evening,No,,,Focus group 4,Treatment,Sanjay,"Taiwan #1, Winkler's Method (DO)",Sunny,9.4,8.48,,,,,34.1,3.11,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,6283.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
6385,04/06/2024,16:35,pond_ee1be8cb,Eluru,Evening,No,,,Focus group 4,Treatment,Sanjay,"Taiwan #1, Winkler's Method (DO)",Sunny,8.6,8.44,,,,,34.0,3.21,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,2189.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6380,04/06/2024,07:10,pond_f86d5d94,Eluru,Morning,No,,,Focus group new,Treatment,Sanjay,"Taiwan #1, Winkler's Method (DO)",Sunny,4.1,8.36,26.0,0.22,,,31.6,3.81,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,700.0,2703.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6379,04/06/2024,06:42,pond_87edd7c9,Eluru,Morning,No,,,Focus group 4,Treatment,Sanjay,"Taiwan #1, Winkler's Method (DO)",Sunny,3.6,8.3,28.0,0.31,,,31.5,2.78,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,750.0,6283.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
6378,04/06/2024,06:27,pond_ee1be8cb,Eluru,Morning,No,,,Focus group 4,Treatment,Sanjay,"Taiwan #1, Winkler's Method (DO)",Sunny,3.9,8.19,30.0,0.16,,,31.7,3.14,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,1980.0,2189.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6411,04/05/2024,17:44,pond_4cef5872,Nellore,Evening,No,,,Focus group 3,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 50%",8.7,8.45,29.0,0.1,,,33.5,0.9,,,Light brown,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,3594.0,Roopchand,1000.0,,No
6409,04/05/2024,17:14,pond_aae69640,Nellore,Evening,No,,,Focus group new,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 50%",10.8,8.35,29.0,0.03,,,32.9,1.15,,,Light brown,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,3256.0,"Catla (Catla catla), Rohu (Labeo rohita)",350.0,,No
6407,04/05/2024,16:58,pond_d1de1045,Nellore,Evening,No,,,Focus group 3,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 50%",8.4,8.44,29.0,0.12,,,33.9,1.17,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,3750.0,Roopchand,950.0,,No
6389,04/05/2024,16:40,pond_0b18540f,Eluru,Evening,No,,,Focus group 4,Treatment,Sanjay,"Taiwan #1, Winkler's Method (DO)",Sunny,10.2,8.43,,,,,33.9,3.49,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,2432.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6405,04/05/2024,16:33,pond_dda2c111,Nellore,Evening,No,,,Focus group new,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 50%",8.4,8.46,31.0,0.09,,,33.7,0.76,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,28571.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6377,04/05/2024,16:30,pond_7fd480e0,Eluru,Evening,No,,,Focus group 4,Treatment,Sanjay,"Taiwan #1, Winkler's Method (DO)",Sunny,9.6,8.47,,,,,33.4,3.1,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,6019.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
6373,04/05/2024,16:15,pond_4389488f,Eluru,Evening,No,,,Focus group 4,Treatment,Nagaraju P.,"Taiwan #2, Winkler's Method (DO)",Sunny,11.7,8.45,,,,,34.4,1.64,,,Light brown,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,2545.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6375,04/05/2024,16:10,pond_e71ae278,Eluru,Evening,No,,,Focus group 3,Treatment,Sanjay,"Taiwan #1, Winkler's Method (DO)",Sunny,11.8,8.46,,,,,34.4,3.16,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,5952.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
6371,04/05/2024,16:02,pond_5f9e292b,Eluru,Evening,No,,,Focus group 4,Treatment,Nagaraju P.,"Taiwan #2, Winkler's Method (DO)",Sunny,10.8,8.27,,,,,34.1,2.15,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,2968.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
6410,04/05/2024,07:58,pond_4cef5872,Nellore,Morning,No,,,Focus group 3,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 50%",3.4,8.25,29.0,0.1,,,30.5,0.89,,,Light brown,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,100.0,3594.0,Roopchand,1000.0,,No
6408,04/05/2024,07:11,pond_aae69640,Nellore,Morning,No,,,Focus group new,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 75%",4.1,8.17,29.0,0.03,,,29.9,1.14,,,Light brown,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,80.0,3256.0,"Catla (Catla catla), Rohu (Labeo rohita)",350.0,,No
6388,04/05/2024,07:10,pond_0b18540f,Eluru,Morning,No,,,Focus group 4,Treatment,Sanjay,"Taiwan #1, Winkler's Method (DO)",Sunny,4.1,8.09,30.0,0.12,,,31.1,3.21,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,350.0,2432.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6406,04/05/2024,06:52,pond_d1de1045,Nellore,Morning,No,,,Focus group 3,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 75%",3.3,8.14,29.0,0.12,,,30.0,1.15,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,80.0,3750.0,Roopchand,950.0,,No
6372,04/05/2024,06:44,pond_4389488f,Eluru,Morning,No,,,Focus group 4,Treatment,Nagaraju P.,"Taiwan #2, Winkler's Method (DO)",Sunny,3.7,8.31,30.0,0.09,,,29.9,1.64,,,Light brown,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,800.0,2545.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6376,04/05/2024,06:37,pond_7fd480e0,Eluru,Morning,No,,,Focus group 4,Treatment,Sanjay,"Taiwan #1, Winkler's Method (DO)",Sunny,3.6,8.4,26.0,0.34,,,30.6,3.19,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,250.0,6019.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
6370,04/05/2024,06:28,pond_5f9e292b,Eluru,Morning,No,,,Focus group 4,Treatment,Nagaraju P.,"Taiwan #2, Winkler's Method (DO)",Sunny,4.0,8.05,28.0,0.09,,,30.5,2.21,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,2200.0,2968.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
6404,04/05/2024,06:15,pond_dda2c111,Nellore,Morning,No,,,Focus group new,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 75%",3.2,8.18,31.0,0.09,,,30.7,0.74,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,80.0,28571.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6374,04/05/2024,06:14,pond_e71ae278,Eluru,Morning,No,,,Focus group 3,Treatment,Sanjay,"Taiwan #1, Winkler's Method (DO)",Sunny,3.4,8.37,28.0,0.32,,,30.4,3.18,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,555.0,5952.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
6401,04/04/2024,17:52,pond_09f0cd92,Nellore,Evening,No,,,Focus group 4,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 50%",9.5,8.25,33.0,0.06,,,33.5,1.35,,,Transparent,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,3064.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6403,04/04/2024,17:50,pond_aef38b14,Nellore,Evening,No,,,Focus group 4,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 75%",8.8,8.42,31.0,0.14,,,33.4,0.98,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,1964.0,"Rohu (Labeo rohita), Roopchand",600.0,,No
6399,04/04/2024,17:46,pond_7fc56232,Nellore,Evening,No,,,Focus group 4,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 50%",10.8,8.16,34.0,0.04,,,33.7,1.13,,,Transparent,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,3256.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6364,04/04/2024,17:13,pond_8a45828a,Eluru,Evening,No,,,Focus group 4,Treatment,Nagaraju P.,"Taiwan #2, Winkler's Method (DO)",Sunny,11.6,8.43,,,,,34.0,1.49,,,Light brown,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,57692.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
6397,04/04/2024,17:11,pond_a10e5445,Nellore,Evening,No,,,Focus group 4,Control,Chandu,Taiwan #8,"Sunny, Cloud cover 50%",9.1,8.4,26.0,0.1,,,33.8,1.14,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,3600.0,Roopchand,1000.0,,No
6395,04/04/2024,16:53,pond_3be25c81,Nellore,Evening,No,,,Focus group 4,Control,Chandu,Taiwan #8,"Sunny, Cloud cover 50%",8.5,8.41,30.0,0.27,,,33.2,0.99,,,Light brown,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,3429.0,Roopchand,1050.0,,No
6362,04/04/2024,16:53,pond_b37f4a76,Eluru,Evening,No,,,Focus group 4,Treatment,Nagaraju P.,"Taiwan #2, Winkler's Method (DO)",Sunny,11.8,8.38,,,,,33.8,6.14,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,4630.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
6360,04/04/2024,16:52,pond_a8a2b3a8,Eluru,Evening,No,,,Focus group 4,Treatment,Nagaraju P.,"Taiwan #2, Winkler's Method (DO)",Sunny,10.3,8.47,,,,,33.6,0.46,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,3571.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
6369,04/04/2024,16:45,pond_f4e94600,Eluru,Evening,No,,,Focus group new,Treatment,Sanjay,"Taiwan #1, Winkler's Method (DO)",Sunny,11.3,8.33,,,,,33.2,1.84,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,4329.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6384,04/04/2024,16:15,pond_8fd1554c,Eluru,Evening,No,,,Focus group new,Treatment,Sanjay,"Taiwan #1, Winkler's Method (DO)",Sunny,11.9,8.41,,,,,33.1,1.26,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,7447.0,"Catla (Catla catla), Rohu (Labeo rohita)",250.0,,No
6363,04/04/2024,07:57,pond_8a45828a,Eluru,Morning,No,,,Focus group 4,Treatment,Nagaraju P.,"Taiwan #2, Winkler's Method (DO)",Sunny,3.0,7.76,28.0,0.26,,,29.6,1.47,,,Light brown,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,13.0,57692.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
6402,04/04/2024,07:47,pond_aef38b14,Nellore,Morning,No,,,Focus group 4,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 75%",3.7,8.17,31.0,0.14,,,30.1,0.96,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,90.0,1964.0,"Rohu (Labeo rohita), Roopchand",600.0,,No
6361,04/04/2024,07:34,pond_b37f4a76,Eluru,Morning,No,,,Focus group 4,Treatment,Nagaraju P.,"Taiwan #2, Winkler's Method (DO)",Sunny,3.8,7.93,32.0,0.0,,,29.8,6.11,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,100.0,4630.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
6400,04/04/2024,07:33,pond_09f0cd92,Nellore,Morning,No,,,Focus group 4,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 75%",3.6,7.94,33.0,0.06,,,30.1,1.37,,,Transparent,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,60.0,3064.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6359,04/04/2024,07:20,pond_a8a2b3a8,Eluru,Morning,No,,,Focus group 4,Treatment,Nagaraju P.,"Taiwan #2, Winkler's Method (DO)",Sunny,3.3,8.23,33.0,0.13,,,28.6,0.43,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,150.0,3571.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
6398,04/04/2024,07:11,pond_7fc56232,Nellore,Morning,No,,,Focus group 4,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 75%",4.1,7.83,34.0,0.04,,,30.3,1.11,,,Transparent,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,40.0,3256.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6368,04/04/2024,06:45,pond_f4e94600,Eluru,Morning,No,,,Focus group new,Treatment,Sanjay,"Taiwan #1, Winkler's Method (DO)",Sunny,3.6,8.02,29.0,0.26,,,,1.79,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,300.0,4329.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6396,04/04/2024,06:28,pond_a10e5445,Nellore,Morning,No,,,Focus group 4,Control,Chandu,Taiwan #8,"Sunny, Cloud cover 75%",3.2,8.18,26.0,0.1,,,30.3,1.12,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,180.0,3600.0,Roopchand,1000.0,,No
6394,04/04/2024,06:15,pond_3be25c81,Nellore,Morning,No,,,Focus group 4,Control,Chandu,Taiwan #8,"Sunny, Cloud cover 75%",3.5,8.2,30.0,0.27,,,30.1,1.0,,,Light brown,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,100.0,3429.0,Roopchand,1050.0,,No
6383,04/04/2024,06:15,pond_8fd1554c,Eluru,Morning,No,,,Focus group new,Treatment,Sanjay,"Taiwan #1, Winkler's Method (DO)",Sunny,3.9,8.21,26.0,0.19,,,30.2,1.12,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,110.0,7447.0,"Catla (Catla catla), Rohu (Labeo rohita)",250.0,,No
6367,04/03/2024,16:58,pond_6118ad90,Eluru,Evening,No,,,Focus group new,Treatment,Sanjay,"Taiwan #1, Winkler's Method (DO)",Sunny,8.2,8.44,,,,,32.4,1.26,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,5804.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6357,04/03/2024,16:45,pond_20c3d3aa,Eluru,Evening,No,,,Focus group 4,Treatment,Nagaraju P.,"Taiwan #2, Winkler's Method (DO)",Sunny,9.3,8.36,,,,,33.3,1.69,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,6234.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6382,04/03/2024,16:37,pond_727e3097,Eluru,Evening,No,,,Focus group 3,Treatment,Sanjay,"Taiwan #1, Winkler's Method (DO)",Sunny,9.8,8.31,,,,,33.2,1.81,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,10465.0,"Catla (Catla catla), Rohu (Labeo rohita)",300.0,,No
6355,04/03/2024,16:29,pond_eb2903bd,Eluru,Evening,No,,,Focus group 4,Treatment,Nagaraju P.,"Taiwan #2, Winkler's Method (DO)",Sunny,10.8,8.48,,,,,34.3,1.95,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,1996.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6365,04/03/2024,16:15,pond_bd0e0d33,Eluru,Evening,No,,,Focus group 4,Treatment,Sanjay,"Taiwan #1, Winkler's Method (DO)",Sunny,9.6,8.29,,,,,32.3,1.51,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,11707.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
6353,04/03/2024,16:14,pond_d452b0a2,Eluru,Evening,No,,,Focus group 4,Treatment,Nagaraju P.,"Taiwan #2, Winkler's Method (DO)",Sunny,9.6,8.43,,,,,33.8,2.06,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,13183.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
6351,04/03/2024,16:02,pond_11799705,Eluru,Evening,No,,,Focus group 4,Treatment,Nagaraju P.,"Taiwan #2, Winkler's Method (DO)",Sunny,11.6,8.36,,,,,33.6,2.19,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,1884.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
6366,04/03/2024,07:45,pond_6118ad90,Eluru,Morning,No,,,Focus group new,Treatment,Sanjay,"Taiwan #1, Winkler's Method (DO)",Sunny,4.6,8.11,24.0,0.32,,,30.8,1.21,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,400.0,5804.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6381,04/03/2024,07:10,pond_727e3097,Eluru,Morning,No,,,Focus group 3,Treatment,Sanjay,"Taiwan #1, Winkler's Method (DO)",Sunny,4.8,7.72,26.0,0.21,,,30.6,1.76,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,150.0,10465.0,"Catla (Catla catla), Rohu (Labeo rohita)",300.0,,No
6356,04/03/2024,07:10,pond_20c3d3aa,Eluru,Morning,No,,,Focus group 4,Treatment,Nagaraju P.,"Taiwan #2, Winkler's Method (DO)",Sunny,3.3,8.2,26.0,0.01,,,30.2,1.75,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,350.0,6234.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6354,04/03/2024,06:40,pond_eb2903bd,Eluru,Morning,No,,,Focus group 4,Treatment,Nagaraju P.,"Taiwan #2, Winkler's Method (DO)",Sunny,4.1,8.2,28.0,0.16,,,29.6,1.92,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,900.0,1996.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6358,04/03/2024,06:30,pond_bd0e0d33,Eluru,Morning,No,,,Focus group 4,Treatment,Sanjay,"Taiwan #1, Winkler's Method (DO)",Sunny,4.2,7.54,28.0,0.12,,,30.7,1.44,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,550.0,11707.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
