Sr. No,Event date,Initial entry,pond_id,region,Pond status,Type,Logged by,Data verification method,Data verified by,Lifecycle,Current fish stocking density per acre,Current shrimp stocking density per acre,Species,Species ratio,Reported target weight in grams,Communicated stock density limit,Average fish weight (in grams),Average weight of Catla (Catla catla) (in grams),Average weight of Rohu (Labeo rohita) (in grams),Average weight of Mrigal (Cirrhinus cirrhosus) (in grams),Average weight of Grass Carp (Ctenopharyngodon idella) (in grams),Average weight of Common Carp (Cyprinus carpio) (in grams),Average weight of Roopchand (in grams),Average weight of Whiteleg Shrimp (Litopenaeus vannamei) (in grams),Average weight of Pangasius (in grams),Intended fish stocking density (per acre),Intended fish stocking density (entire pond),Actual fish stocking density (per acre),Fish stocking density (entire pond),Intended shrimp stocking density (per acre),Intended shrimp stocking density (entire pond),Actual shrimp stocking density (per acre),Actual shrimp stocking density (entire pond),Fish purchases diverted,Shrimp purchases diverted,Did the farmer do pond preparation?,Explain what the farmer did for pond preparation,Is the farmer planning to do pond preparation?,Explain what the farmer is planning to do for pond preparation,Harvest reason,"Fish harvested (total, in kg)","Shrimp harvested (total, in kg)","Fish left in the pond (total, in individuals)","Shrimp left in the pond (total, in individuals)",Notes,Lifecycle is updated accordingly on the master doc,Created at
9357,11/06/2024,Yes,pond_cf980f71,Eluru,,Stocking,Praveen,,,Grow-out,2823.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1000.0,3000.0,200.0,,,,,,,,,2823,,2823.0,,,,,,0.0,,0,,,,,,,,,,,03/20/2025 07:26
8140,11/05/2024,No,pond_eb2903bd,Eluru,Treatment,Harvest,Praveen,Verbal communication,,Grow-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1000.0,,,,,,,,,,,,,,,,,,,,,1,The farmer is planning to apply animal manure and exchange water.,Planned harvest,30500,,0,,,,12/11/2024 08:48
9353,11/05/2024,Yes,pond_5aaa5b01,Eluru,,Stocking,Praveen,,,Grow-out,1737.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,2500.0,400.0,,,,,,,,,1737,,1737.0,,,,,,0.0,,0,,,,,,,,,,,03/20/2025 06:13
8152,11/03/2024,No,pond_aabd8703,Nellore,Treatment,Harvest,Chaitanya,Verbal communication,,Grow-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,760.0,,,,,,,,,,,,,,,,,,,,,1,Sun dry the pond bottom and add bleach,Planned harvest,7000,,0,,,,12/13/2024 02:53
7746,11/02/2024,No,pond_cc764bfd,Eluru,Treatment,Harvest,Praveen,Verbal communication,,,0.0,,Rohu (Labeo rohita),,,,100.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,5000,,0,,,,11/06/2024 06:46
7747,11/01/2024,No,pond_49ea61c0,Eluru,Treatment,Harvest,Praveen,Verbal communication,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1400.0,3000.0,1300.0,,,,,,,,,,,,,,,,,,,0,,Planned harvest,65000,,0,,,,11/06/2024 07:13
8006,10/30/2024,No,pond_ac78f7f3,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Grow-out,2530.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,264.0,400.0,250.0,,,,,,,2530,42000.0,2530.0,42000.0,,,,,0.0,,1,The farmer applied soil probiotic to clean the pond bottom.,,,,,,,,,,11/28/2024 06:38
7950,10/30/2024,No,pond_ac7bb683,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Breed-out,5814.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,100.0,200.0,100.0,,,,,,,5814,100000.0,5814.0,100000.0,,,,,0.0,,1,The farmer did water treatment before stocking.,,,,,,,,,,11/25/2024 10:39
8010,10/26/2024,No,pond_a59c9ac7,Eluru,Treatment,Harvest,Praveen,Verbal communication,,,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1238.0,2500.0,1100.0,,,,,,,,,,,,,,,,,,,1,The farmer is planning to exchange the water in the pond and do the water treatment.,Planned harvest,160000,,0,,,,11/28/2024 07:31
7951,10/25/2024,No,pond_727e3097,Eluru,Treatment,Harvest,Praveen,Verbal communication,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,250.0,,,,,,,,,,,,,,,,,,,,,1,The farmer is planning to do the water treatment before stocking again.,Planned harvest,10500,,0,,,,11/25/2024 10:59
7692,10/24/2024,No,pond_ec1ee982,Nellore,Treatment,Harvest,Chaitanya,Verbal communication,,,0.0,,Roopchand,,,,900.0,,,,,,900.0,,,,,,,,,,,,,,,1,Sun dry the pond bottom,Planned harvest,1800,,0,,,,10/28/2024 04:52
9128,10/22/2024,Yes,pond_b296eebf,Eluru,,Stocking,Praveen,,,Grow-out,2494.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1000.0,3000.0,200.0,,,,,,,,,2494,,2494.0,,,,,,0.0,,0,,,,,,,,,,,02/28/2025 06:04
7647,10/22/2024,No,pond_c295a799,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Rearing,175438.0,,Rohu (Labeo rohita),10:0,,,10.0,,,,,,,,,175438,500000.0,175438.0,500000.0,,,,,0.0,,1,"The farmer has applied water probiotics, sanitizer, and cow dung.",,,,,,,,,,10/24/2024 12:29
8009,10/21/2024,No,pond_a6578b7f,Eluru,Treatment,Harvest,Praveen,Verbal communication,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1143.0,2500.0,1000.0,,,,,,,,,,,,,,,,,,,1,The farmer is planning to exchange the water in the pond.,Planned harvest,80000,,0,,,,11/28/2024 07:28
7833,10/21/2024,No,pond_885057ef,Eluru,Treatment,Harvest,Praveen,Verbal communication,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,250.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,5500,,0,,,,11/14/2024 09:13
8654,10/20/2024,No,pond_87edd7c9,Eluru,Treatment,Harvest,Praveen,Verbal communication,,Grow-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1500.0,,,,,,,,,,,,,,,,,,,,,1,The farmer is planning to sun-dry the pond and repair the dikes before stocking again.,Planned harvest,60000,,0,,,,01/23/2025 06:07
7705,10/20/2024,No,pond_da3b5851,Nellore,Treatment,Stocking,Chaitanya,Verbal communication,,Grow-out,2762.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,100.0,,,,,,,,,2762,5000.0,2762.0,5000.0,,,,,0.0,,1,Sun dried the pond bottom ,,,,,,,,,,10/29/2024 11:15
8856,10/18/2024,Yes,pond_0b61fd61,Eluru,,Stocking,Praveen,,,Breed-out,7333.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,250.0,12000.0,50.0,,,,,,,,,7333,,7333.0,,,,,,0.0,,0,,,,,,,,,,,02/07/2025 06:35
7676,10/18/2024,No,pond_70614260,Eluru,Treatment,Harvest,Praveen,Verbal communication,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,350.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,30000,,0,,,,10/25/2024 07:39
8005,10/16/2024,No,pond_ac78f7f3,Eluru,Treatment,Harvest,Praveen,Verbal communication,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1250.0,2500.0,1100.0,,,,,,,,,,,,,,,,,,,1,The farmer is planning to apply soil probiotic to clean the pond bottom.,Planned harvest,50000,,0,,,,11/28/2024 06:35
8496,10/15/2024,Yes,pond_522cd38a,Eluru,Treatment,Stocking,Praveen,,,Breed-out,5263.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,50.0,,,,,,,,,5263,,5263.0,,,,,,0.0,,0,,,,,,,,,,,01/07/2025 07:39
9511,10/14/2024,Yes,pond_16becad9,Eluru,,Stocking,Praveen,,,Grow-out,2430.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,2500.0,250.0,,,,,,,,,2430,,2430.0,,,,,,0.0,,0,,,,,,,,,,,04/02/2025 06:50
8679,10/13/2024,Yes,pond_46bbdb3a,Eluru,,Stocking,Praveen,,,Breed-out,7327.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,50.0,,,,,,,,,7327,,7327.0,,,,,,0.0,,0,,,,,,,,,,,01/24/2025 09:53
8675,10/11/2024,Yes,pond_518460bf,Eluru,,Stocking,Praveen,,,Grow-out,1600.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,110.0,,,,,,,,,1600,,1600.0,,,,,,0.0,,0,,,,,,,,,,,01/24/2025 09:39
7673,10/10/2024,No,pond_c01f770d,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Grow-out,2364.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,220.0,450.0,200.0,,,,,,,2364,39000.0,2364.0,39000.0,,,,,0.0,,1,The farmer has used water sanitizer before stocking.,,,,,,,,,,10/25/2024 07:25
7646,10/10/2024,No,pond_c295a799,Eluru,Treatment,Harvest,Praveen,Verbal communication,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,400.0,,,,,,,,,,,,,,,,,,,,,1,The farmer has applied water Sanitizer and water probiotics.  ,Planned harvest,3000,,0,,,,10/24/2024 12:24
8079,10/09/2024,No,pond_f86d5d94,Eluru,Treatment,Harvest,Praveen,Verbal communication,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1270.0,2000.0,1200.0,,,,,,,,,,,,,,,,,,,1,The farmer is planning to sundry the pond and do the pond preparation.,Planned harvest,140000,,0,,,,12/05/2024 05:43
7650,10/08/2024,No,pond_bdf8fe72,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Breed-out,7576.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,50.0,,,,,,,,,7576,50000.0,7576.0,50000.0,,,,,0.0,,0,,,,,,,,,,,10/24/2024 13:19
7675,10/06/2024,No,pond_2e0e9d1a,Eluru,Treatment,Harvest,Praveen,Verbal communication,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,980.0,,,,,,,,,,,,,,,,,,,,,1,Drying the pond and cleaning the pond bottom.,Planned harvest,10500,,0,,,,10/25/2024 07:37
7750,10/05/2024,Yes,pond_c2dd8e7c,Eluru,Treatment,Stocking,Praveen,,,Grow-out,2886.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,200.0,600.0,200.0,,,,,,,2886,,2886.0,,,,,,0.0,,0,,,,,,,,,,,11/06/2024 08:32
8003,10/03/2024,No,pond_c7407a79,Eluru,Treatment,Harvest,Praveen,Verbal communication,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1100.0,2000.0,1000.0,,,,,,,,,,,,,,,,,,,1,The farmer is planning to do the water treatment and clean the dikes.,Planned harvest,65000,,0,,,,11/28/2024 06:27
7672,10/02/2024,No,pond_c01f770d,Eluru,Treatment,Harvest,Praveen,Verbal communication,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1370.0,2500.0,1300.0,,,,,,,,,,,,,,,,,,,1,The farmer is planning to use water sanitizer.,Planned harvest,55000,,0,,,,10/25/2024 07:20
9512,09/30/2024,Yes,pond_439eae87,Eluru,,Stocking,Praveen,,,Breed-out,15000.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,200.0,15000.0,40.0,,,,,,,,,15000,,15000.0,,,,,,0.0,,0,,,,,,,,,,,04/02/2025 06:53
7696,09/28/2024,No,pond_d1de1045,Nellore,Treatment,Stocking,Chaitanya,Verbal communication,,Grow-out,3448.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,100.0,100.0,100.0,,,,,,,3448,7000.0,3448.0,7000.0,,,,,0.0,,1,Sun dried the pond bottom and added lime,,,,,,,,,,10/28/2024 06:08
7690,09/28/2024,No,pond_1c1e7d4b,Nellore,Treatment,Harvest,Chaitanya,Verbal communication,,,0.0,,Roopchand,,,,700.0,,,,,,700.0,,,,,,,,,,,,,,,0,,Planned harvest,5300,,0,,,,10/28/2024 04:45
7689,09/28/2024,No,pond_edb67ba0,Nellore,Treatment,Harvest,Chaitanya,Verbal communication,,,0.0,,Roopchand,,,,800.0,,,,,,800.0,,,,,,,,,,,,,,,0,,Planned harvest,2200,,0,,,,10/28/2024 04:42
7674,09/28/2024,No,pond_e2db7a6b,Eluru,Treatment,Harvest,Praveen,Verbal communication,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,310.0,800.0,300.0,,,,,,,,,,,,,,,,,,,0,,Planned harvest,10000,,0,,,,10/25/2024 07:33
8095,09/27/2024,No,pond_55356fc9,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Grow-out,2358.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,260.0,450.0,250.0,,,,,,,2358,50000.0,2358.0,50000.0,,,,,0.0,,0,,,,,,,,,,,12/06/2024 06:35
7688,09/26/2024,No,pond_299152dc,Nellore,Treatment,Harvest,Chaitanya,Farmer sent us a picture of the receipt,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita), Grass Carp (Ctenopharyngodon idella)",,,,750.0,,,,,,,,,,,,,,,,,,,,,1,Sun dried the pond and added bleach,Planned harvest,2047,,0,,,,10/28/2024 04:39
7559,09/25/2024,Yes,pond_f6d09111,Eluru,Treatment,Stocking,Praveen,,,,,,"Catla (Catla catla), Rohu (Labeo rohita)",9.3:0.7,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,10/15/2024 10:42
7691,09/24/2024,No,pond_1d648007,Nellore,Treatment,Harvest,Chaitanya,Verbal communication,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,800.0,,,,,,,,,,,,,,,,,,,,,1,Sun dried the pond bottom and removed the sludge,Planned harvest,2040,,0,,,,10/28/2024 04:48
8094,09/20/2024,No,pond_55356fc9,Eluru,Treatment,Harvest,Praveen,Verbal communication,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,730.0,1200.0,700.0,,,,,,,,,,,,,,,,,,,0,,Planned harvest,45000,,0,,,,12/06/2024 06:31
7947,09/20/2024,No,pond_d85b342c,Eluru,,Harvest,Praveen,Verbal communication,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,250.0,,,,,,,,,,,,,,,,,,,,,1,The farmer is planning to sun dry the pond before stocking again.,Planned harvest,44000,,0,,,,11/25/2024 10:23
7558,09/20/2024,Yes,pond_d7feb952,Eluru,Treatment,Stocking,Praveen,,,,12222.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,,,,,,,,,12222,,12222.0,,,,,,0.0,,0,,,,,,,,,,,10/15/2024 10:38
8100,09/18/2024,No,pond_bee2e7f5,Eluru,Treatment,Harvest,Praveen,Verbal communication,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,280.0,,,,,,,,,,,,,,,,,,,,,1,The farmer is planning to add new water to the pond before stocking again.,Planned harvest,8500,,0,,,,12/06/2024 07:57
7949,09/17/2024,No,pond_ac7bb683,Eluru,Treatment,Harvest,Praveen,Verbal communication,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,400.0,,,,,,,,,,,,,,,,,,,,,1,The farmer is planning to do the water treatment before stocking again.,Planned harvest,40000,,0,,,,11/25/2024 10:34
7298,09/15/2024,No,pond_89aabef8,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Breed-out,5978.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,114.0,250.0,100.0,,,,,,,5978,44000.0,5978.0,44000.0,,,,,0.0,,0,,,,,,,,,,,09/18/2024 09:45
7315,09/05/2024,Yes,pond_ef747ffa,Eluru,Treatment,Stocking,Praveen,,,,2105.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,,,,,,,,,2105,,2105.0,,,,,,0.0,,1,The farmer did the wet pond preparation. He treated the water with ProPS (for bottom treatment) and before stocking he applied fermentation juice.,,,,,,,,,,09/19/2024 04:16
7561,09/03/2024,Yes,pond_195e5b24,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Grow-out,2128.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9.4:0.6,,,160.0,250.0,150.0,,,,,,,2128,50000.0,2128.0,50000.0,,,,,0.0,,0,,,,,,,,,,,10/15/2024 11:21
7745,08/28/2024,No,pond_6f30fefd,Eluru,Treatment,Harvest,Praveen,Verbal communication,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,600.0,,,,,,,,,,,,,,,,,,,,,1,The farmer is drying the pond before stocking for the next cycle.,Planned harvest,58000,,0,,,,11/06/2024 06:41
7694,08/28/2024,No,pond_dda2c111,Nellore,Treatment,Stocking,Chaitanya,Verbal communication,,Rearing,42980.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,5.0,,,,,,,,,42980,150000.0,42980.0,150000.0,,,,,0.0,,1,"Sun dried the pond bottom, removed sludge",,,,,,,,,,10/28/2024 05:48
9510,08/26/2024,Yes,pond_166e730f,Eluru,,Stocking,Praveen,,,Grow-out,1425.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,2000.0,1500.0,250.0,,,,,,,,,1425,,1425.0,,,,,,0.0,,0,,,,,,,,,,,04/02/2025 06:47
7397,08/26/2024,No,pond_a6d694f5,Eluru,Treatment,Harvest,Praveen,Verbal communication,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1100.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,98000,,0,,The lease is over and the farmer has left the pond.,,09/25/2024 05:23
7697,08/25/2024,No,pond_f569e116,Nellore,Treatment,Stocking,Chaitanya,Verbal communication,,Grow-out,2321.0,,"Roopchand, Catla (Catla catla)",9.5:0.5,,,400.0,,,,,,,,,3214,9000.0,2321.0,6500.0,,,,,2500.0,,1,Sun dried the bottom and ploughed,,,,,,,,,Yes,10/28/2024 06:10
7405,08/25/2024,No,pond_fc8ef4d2,Eluru,Treatment,Harvest,Praveen,Verbal communication,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1200.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,47000,,0,,,,09/27/2024 04:42
7106,08/24/2024,Yes,pond_984a8534,Eluru,Treatment,Stocking,Chaitanya,,,,5278.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,,,,,,,,,5278,,5278.0,,,,,,0.0,,0,,,,,,,,,,,09/01/2024 10:33
7105,08/24/2024,Yes,pond_dd9c12ef,Eluru,Treatment,Stocking,Chaitanya,,,,6364.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,,,,,,,,,6364,,6364.0,,,,,,0.0,,0,,,,,,,,,,,09/01/2024 10:28
7702,08/23/2024,No,pond_373669d6,Nellore,Treatment,Stocking,Chaitanya,Verbal communication,,Grow-out,909.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,100.0,,100.0,,,,,,,909,1500.0,909.0,1500.0,,,,,0.0,,1,Sun dried the pond bottom,,,,,,,,,,10/28/2024 06:31
7238,08/23/2024,No,pond_89aabef8,Eluru,Treatment,Harvest,Praveen,Verbal communication,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,364.0,400.0,250.0,,,,,,,,,,,,,,,,,,,0,,Planned harvest,16000,,0,,,,09/14/2024 04:02
7237,08/23/2024,No,pond_b3126696,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Grow-out,2721.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,364.0,400.0,250.0,,,,,,,2721,44000.0,2721.0,44000.0,,,,,0.0,,0,,,,,,,,,,,09/14/2024 03:54
8497,08/21/2024,Yes,pond_fb9877ae,Eluru,Treatment,Stocking,Praveen,,,Grow-out,1765.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,100.0,,,,,,,,,1765,,1765.0,,,,,,0.0,,0,,,,,,,,,,,01/07/2025 07:42
7404,08/21/2024,No,pond_7d39a2cf,Eluru,Treatment,Harvest,Praveen,Verbal communication,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,300.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,20400,,0,,,,09/27/2024 04:32
7701,08/20/2024,No,pond_a3c9d163,Nellore,Treatment,Stocking,Chaitanya,Verbal communication,,Grow-out,3017.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,80.0,,80.0,,,,,,,3017,7000.0,3017.0,7000.0,,,,,0.0,,1,Sun dried the pond bottom,,,,,,,,,,10/28/2024 06:28
7700,08/20/2024,No,pond_1bf4ea64,Nellore,Treatment,Stocking,Chaitanya,Verbal communication,,Grow-out,3521.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,80.0,,80.0,,,,,,,3521,5000.0,3521.0,5000.0,,,,,0.0,,1,Sun dried the pond bottom,,,,,,,,,,10/28/2024 06:25
7699,08/20/2024,No,pond_10b0b2f6,Nellore,Treatment,Stocking,Chaitanya,Verbal communication,,Grow-out,3356.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,80.0,,80.0,,,,,,,3356,5000.0,3356.0,5000.0,,,,,0.0,,1,Sun dried the pond bottom,,,,,,,,,,10/28/2024 06:19
7698,08/20/2024,No,pond_d252b4e3,Nellore,Treatment,Stocking,Chaitanya,Verbal communication,,Grow-out,3788.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,80.0,,80.0,,,,,,,3788,2500.0,3788.0,2500.0,,,,,0.0,,1,Sun dried the pond bottom,,,,,,,,,,10/28/2024 06:14
7695,08/20/2024,No,pond_d01750af,Nellore,Treatment,Stocking,Chaitanya,Verbal communication,,Grow-out,3070.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,100.0,100.0,100.0,,,,,,,3070,14000.0,3070.0,14000.0,,,,,0.0,,1,"Sun dried, ploughed and removed sludge",,,,,,,,,,10/28/2024 05:52
8494,08/19/2024,Yes,pond_f5ca6183,Eluru,Treatment,Stocking,Praveen,,,Breed-out,9740.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,50.0,,,,,,,,,9740,,9740.0,,,,,,0.0,,0,,,,,,,,,,,01/07/2025 07:30
7406,08/19/2024,No,pond_bdf8fe72,Eluru,Treatment,Harvest,Praveen,Verbal communication,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,250.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,4500,,0,,The farmer reported that there have been some mortalities during the cycle.,,09/27/2024 04:47
7687,08/18/2024,No,pond_2e1713ae,Nellore,Treatment,Harvest,Chaitanya,Verbal communication,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,850.0,,,,,,,,,,,,,,,,,,,,,1,"Sun dried the pond bottom, cleared the sludge and strengthened the dykes",Planned harvest,16200,,0,,,,10/28/2024 04:29
7236,08/16/2024,No,pond_b3126696,Eluru,Treatment,Harvest,Praveen,Verbal communication,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1600.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,70000,,0,,,,09/14/2024 03:46
9358,08/15/2024,Yes,pond_2fd8194c,Eluru,,Stocking,Praveen,,,Grow-out,2133.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1000.0,3000.0,200.0,,,,,,,,,2133,,2133.0,,,,,,0.0,,0,,,,,,,,,,,03/20/2025 07:30
7162,08/15/2024,No,pond_b7082dc1,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Breed-out,17000.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,40.0,,,,,,,,,17000,17000.0,17000.0,17000.0,,,,,0.0,,0,,,,,,,,,,,09/10/2024 07:23
7240,08/13/2024,No,pond_9a0003fb,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Grow-out,2957.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9.4:0.6,,,312.0,500.0,300.0,,,,,,,2704,64000.0,2957.0,64000.0,,,,,0.0,,0,,,,,,,,,"Farmer reported that 6,000 (253 per acre) fishes escaped during the previous harvest and are thus left in the pond. The SD was 2704 but with the leftover fishes it's 2,957.",,09/14/2024 04:22
8652,08/11/2024,No,pond_f4e94600,Eluru,Treatment,Harvest,Praveen,Verbal communication,,Breed-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,500.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,79000,,0,,,,01/23/2025 05:53
7239,08/10/2024,No,pond_c8879b29,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Grow-out,2996.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9.2:0.8,,,308.0,400.0,300.0,,,,,,,2996,81500.0,2996.0,81500.0,,,,,0.0,,0,,,,,,,,,,,09/14/2024 04:18
7161,08/09/2024,No,pond_b7082dc1,Eluru,Treatment,Harvest,Praveen,Verbal communication,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,230.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,4000,,0,,,,09/10/2024 07:21
7078,08/08/2024,No,pond_09e8bfb8,Eluru,Treatment,Harvest,Praveen,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,100.0,,,,,,,,,,,,,,,,,,,,,1,The farmer is planning to the dry pond preparation by removing all the water. He is also repairing the dikes of the pond.,Planned harvest,9000,,0,,The farmer has transferred all the fish from this pond to his own breed-out pond.,,08/28/2024 09:32
7584,08/05/2024,Yes,pond_bed02137,Eluru,Treatment,Stocking,Praveen,,,,8889.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,,,,,,,,,8889,,8889.0,,,,,,0.0,,0,,,,,,,,,,,10/17/2024 09:39
7077,08/05/2024,No,pond_e78b9c9a,Eluru,Treatment,Harvest,Praveen,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,300.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,24000,,0,,The farmer has harvested this pond and shifted the fish to his own grow-out pond.,,08/28/2024 09:28
7704,08/04/2024,No,pond_19e0e052,Nellore,Control,Harvest,Chaitanya,Verbal communication,,,0.0,,Roopchand,,,,1100.0,,,,,,,,,,,,,,,,,,,,,1,Sun dry the pond bottom,Planned harvest,27000,,0,,,,10/29/2024 11:02
8099,08/03/2024,No,pond_3ed934a6,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Nursery,58824.0,,Roopchand,10:0,,,5.0,,,,,,5.0,,,58824,500000.0,58824.0,500000.0,,,,,0.0,,0,,,,,,,,,,,12/06/2024 07:51
7693,08/02/2024,No,pond_a2a9984f,Nellore,Treatment,Stocking,Chaitanya,Verbal communication,,Grow-out,3399.0,,"Catla (Catla catla), Rohu (Labeo rohita), Grass Carp (Ctenopharyngodon idella)",9.5:0.3:0.2,,,100.0,40.0,100.0,,40.0,,,,,3399,12000.0,3399.0,12000.0,,,,,0.0,,1,"Sun dried the pond, removed the sludge",,,,,,,,,,10/28/2024 05:39
7160,08/02/2024,No,pond_ca25b296,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Grow-out,1921.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,600.0,,,,,,,,,1921,15000.0,1921.0,15000.0,,,,,0.0,,0,,,,,,,,,,,09/10/2024 07:16
7071,08/02/2024,No,pond_2e0e9d1a,Eluru,Treatment,Partial harvest,Praveen,,,,1115.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,600.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,9000,,10000,,The farmer has moved this fish into his own pond that is completely harvested.,,08/28/2024 06:14
