Sr. No,Date of data collection,Time of data collection,Pond ID,Type,Is follow up,Is follow up possible,Reason follow up not possible,Group,Pond status,Observer,Equipment,Weather,DO (mg/L),pH,Turbidity (in cm),Ammonia—TAN (NH3-N) (mg/L),Ammonia—TAN (NH3) (mg/L),Ammonia—NH3 (mg/L),Temp (in °C),TDS (ppt),Alkalinity (mg/L),Hardness (mg/L),Water color,Is WQ in range?,Parameters out of range,Corrective actions requested,Corrective actions requested (other),Corrective actions amount requested,Corrective actions,Corrective actions implemented,Corrective actions implementation date,Corrective actions taken,Corrective actions taken (other),Corrective actions taken (details),Non-prescribed corrective actions taken,Reason not implemented,Water quality improved after corrective actions,Corrective action notes,Individuals air gulping,Individuals tail splashing,Dead fish,Notes (mortalities),Self-initiated corrective actions taken,Self-initiated corrective actions implemented on (exact date),Self-initiated corrective actions implemented (date range),Self-initiated corrective actions notes,Feed amount (kg),Stocking density (per acre),Species,Weight,Notes,Have fish been helped
12619,02/25/2026,08:01,pond_49ea61c0,Morning,No,,,Outcome evaluation 2,Treatment,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.2,8.1,,,0.25,0.02,26.5,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,Stop feeding for 24 hours,02/24/2026,0-7 days ago,,750,2324,"Rohu (Labeo rohita), Catla (Catla catla)",250.0,,No
12621,02/25/2026,07:55,pond_c7407a79,Morning,No,,,Outcome evaluation 2,Treatment,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #2, pH pen #14",Sunny,3.5,8.16,,,0.25,0.02,26.1,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,1200,2773,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12630,02/25/2026,07:52,pond_e78b9c9a,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, pH pen #13, Thermometer #3",Sunny,1.7,8.2,,,0.0,0.0,26.1,,,,Light green,No,Dissolved Oxygen,Aeration for one day,,,,,,,,,,,,,0,0,0,,Aeration every day,,0-7 days ago,,400,8046,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
12618,02/25/2026,07:50,pond_c01f770d,Morning,No,,,Outcome evaluation 2,Treatment,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.4,7.84,,,0.0,0.0,26.6,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,Stop feeding for 24 hours,02/24/2026,0-7 days ago,,1000,2424,"Catla (Catla catla), Rohu (Labeo rohita)",900.0,,No
12629,02/25/2026,07:40,pond_09e8bfb8,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"Winkler's Method (DO), Thermometer #3, pH pen #13, API Ammonia Test Kit",Sunny,2.0,8.37,,,0.0,0.0,26.2,,,,Light green,No,Dissolved Oxygen,Aeration for one day,,,,,,,,,,,,,0,0,0,,Aeration every day,,0-7 days ago,,100,37037,"Catla (Catla catla), Rohu (Labeo rohita)",30.0,,No
12617,02/25/2026,07:40,pond_b296eebf,Morning,No,,,Outcome evaluation 2,Control,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.1,7.94,,,0.0,0.0,26.5,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,2150,2078,"Catla (Catla catla), Rohu (Labeo rohita)",1200.0,,No
12631,02/25/2026,07:34,pond_0c63298a,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"Winkler's Method (DO), Thermometer #3, API Ammonia Test Kit, pH pen #13","Sunny, Foggy",2.0,8.3,,,0.0,0.0,26.1,,,,Dark green,No,Dissolved Oxygen,Aeration for one day,,,,,,,,,,,,,0,0,0,,Aeration every day,,0-7 days ago,,1200,1556,"Catla (Catla catla), Rohu (Labeo rohita)",1300.0,,No
12623,02/24/2026,07:57,pond_b6292420,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"Winkler's Method (DO), pH pen #13, API Ammonia Test Kit, Thermometer #3",Foggy,1.2,8.45,,,0.0,0.0,25.9,,,,Light green,No,Dissolved Oxygen,Aeration for two days,,,,,,,,,,,,,30,0,0,,Aeration every day,,0-7 days ago,,200,14286,"Rohu (Labeo rohita), Catla (Catla catla)",100.0,,No
12625,02/24/2026,07:41,pond_2781ed8d,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, pH pen #13, Thermometer #3",Foggy,0.8,8.35,,,0.0,0.0,25.8,,,,Dark green,No,Dissolved Oxygen,Aeration for two days,,,,,,,,,,,,,30,0,0,,Aeration every day,,0-7 days ago,,50,11818,"Rohu (Labeo rohita), Catla (Catla catla)",100.0,,No
12624,02/24/2026,07:33,pond_a32076ad,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"Winkler's Method (DO), Thermometer #3, pH pen #13, API Ammonia Test Kit",Foggy,1.1,8.44,,,0.0,0.0,25.8,,,,Light green,No,Dissolved Oxygen,Aeration for two days,,,,,,,,,,,,,0,0,0,,Aeration every day,,0-7 days ago,,250,13208,"Rohu (Labeo rohita), Catla (Catla catla)",120.0,,No
12592,02/23/2026,08:00,pond_16becad9,Morning,No,,,Outcome evaluation 2,Control,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.1,8.32,,,0.25,0.03,27.3,,,,Dark green,Yes,,,,,,,,,,,,,,,500,0,0,,,,,,650,2407,"Rohu (Labeo rohita), Catla (Catla catla)",700.0,,No
12591,02/23/2026,07:48,pond_166e730f,Morning,No,,,Outcome evaluation 2,Control,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.4,8.26,,,0.0,0.0,27.3,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,1500,2192,"Rohu (Labeo rohita), Catla (Catla catla)",500.0,,No
12605,02/23/2026,07:41,pond_89aabef8,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #2, pH pen #14",Sunny,3.7,8.23,,,0.5,0.05,27.4,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,300,5842,"Rohu (Labeo rohita), Catla (Catla catla)",250.0,,No
12661,02/23/2026,07:35,pond_b3126696,Morning,No,,,Outcome evaluation 2,Treatment,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #2, pH pen #14",Sunny,2.6,8.1,,,0.5,0.04,27.8,,,,Dark green,No,Dissolved Oxygen,Stop feeding for 24 hours,, stop feeding for 24 hours,,,,,,,,,,,0,0,0,,,,,,1150,2721,"Rohu (Labeo rohita), Catla (Catla catla)",700.0,,No
12590,02/23/2026,07:31,pond_e25b2cfc,Morning,No,,,Outcome evaluation 2,Treatment,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.5,8.24,,,0.25,0.03,27.2,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,550,2740,"Rohu (Labeo rohita), Catla (Catla catla)",400.0,,No
12660,02/23/2026,07:26,pond_dc98e449,Morning,No,,,Outcome evaluation 2,Treatment,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #2, pH pen #14",Sunny,2.0,8.13,,,0.25,0.02,27.8,,,,Dark green,No,Dissolved Oxygen,Stop feeding for 24 hours,, stop feeding for 24 hours,,,,,,,,,,,0,0,0,,Water inflow (only),,0-7 days ago,,700,2966,"Rohu (Labeo rohita), Catla (Catla catla)",500.0,,No
12589,02/23/2026,07:19,pond_e797c43a,Morning,No,,,Outcome evaluation 2,Control,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.2,8.31,,,0.0,0.0,27.1,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,550,2963,"Rohu (Labeo rohita), Catla (Catla catla)",400.0,,No
12597,02/22/2026,07:30,pond_cf980f71,Morning,No,,,Outcome evaluation 2,Control,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #2, pH pen #14",Sunny,3.2,8.14,,,0.0,0.0,26.2,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,"Lice medicine, Stop feeding for 24 hours",02/22/2026,,Farmer own decision.,2000,2588,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12578,02/20/2026,08:22,pond_02b8575a,Morning,No,,,Outcome evaluation 2,Control,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.7,8.35,,,0.25,0.03,25.8,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,"Lime, Stop feeding for 24 hours, Lice medicine",02/18/2026,0-7 days ago,Lime = 1000 kgs,1150,2227,"Catla (Catla catla), Rohu (Labeo rohita)",1300.0,,No
12577,02/20/2026,08:15,pond_adeaf27b,Morning,No,,,Outcome evaluation 2,Control,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.2,8.38,,,0.25,0.03,25.8,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,Stop feeding for 24 hours,02/20/2026,0-7 days ago,,1600,1655,"Catla (Catla catla), Rohu (Labeo rohita)",1300.0,,No
12576,02/20/2026,08:05,pond_21320075,Morning,No,,,Outcome evaluation 2,Control,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.1,8.35,,,0.0,0.0,25.7,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,"Stop feeding for 24 hours, Lice medicine",02/16/2026,0-7 days ago,,1350,1846,"Catla (Catla catla), Rohu (Labeo rohita)",1100.0,,No
12575,02/20/2026,07:55,pond_319c1ff7,Morning,No,,,Outcome evaluation 2,Control,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.5,8.3,,,0.25,0.03,25.6,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,750,1733,"Rohu (Labeo rohita), Catla (Catla catla)",800.0,,No
12574,02/20/2026,07:46,pond_56e8a695,Morning,No,,,Outcome evaluation 2,Control,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.4,8.25,,,0.25,0.02,25.6,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,1150,2025,"Rohu (Labeo rohita), Catla (Catla catla)",700.0,,No
12573,02/20/2026,07:40,pond_35f0d376,Morning,No,,,Outcome evaluation 2,Control,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.2,8.32,,,0.25,0.03,25.5,,,,Dark green,Yes,,,,,,,,,,,,,,,0,5,0,,"Lime, Salt, Turmeric",02/19/2026,0-7 days ago,"Lime = 1500 kgs
Salt = 500 kgs
Turmeric = 10 kgs ",2150,2227,"Catla (Catla catla), Rohu (Labeo rohita)",1200.0,,No
12599,02/20/2026,07:37,pond_9252e874,Morning,No,,,Outcome evaluation 2,Control,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #2, pH pen #14",Sunny,3.5,8.53,,,1.0,0.17,25.8,,,,Saturated green,No,"Ph, Ammonia Nh3",,,,,,,,,,,,,,0,0,0,,Water inflow (only),02/20/2026,,,300,2717,"Rohu (Labeo rohita), Catla (Catla catla)",250.0,,No
12594,02/20/2026,07:33,pond_f9218e7b,Morning,No,,,Outcome evaluation 2,Control,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #2, pH pen #14",Sunny,3.9,8.26,,,0.25,0.02,25.8,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,800,2486,"Catla (Catla catla), Rohu (Labeo rohita)",1500.0,,No
12593,02/20/2026,07:25,pond_348a1d24,Morning,No,,,Outcome evaluation 2,Treatment,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #2, pH pen #14",Sunny,3.2,8.04,,,0.5,0.03,25.7,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,Water probiotics,02/18/2026,,Technician told water probiotics because of the pond water improvement.,2500,2398,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
12557,02/19/2026,08:10,pond_283dc502,Morning,No,,,Outcome evaluation 2,Control,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.4,8.06,,,0.25,0.02,26.3,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,1600,2432,"Catla (Catla catla), Rohu (Labeo rohita)",1000.0,,No
12556,02/19/2026,07:57,pond_d8d30ad3,Morning,No,,,Outcome evaluation 2,Control,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.2,7.9,,,0.25,0.01,26.3,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,"Stop feeding for 24 hours, Lice medicine",02/16/2026,0-7 days ago,,750,2129,"Rohu (Labeo rohita), Catla (Catla catla)",600.0,,No
12551,02/19/2026,07:50,pond_c8879b29,Morning,No,,,Outcome evaluation 2,Control,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #2, pH pen #14",Sunny,3.7,8.25,,,0.0,0.0,25.8,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,Water sanitizers,02/13/2026,,,1400,2426,"Rohu (Labeo rohita), Catla (Catla catla)",800.0,,No
12555,02/19/2026,07:47,pond_6772b310,Morning,No,,,Outcome evaluation 2,Control,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.5,8.25,,,0.25,0.02,26.2,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,400,3000,"Rohu (Labeo rohita), Catla (Catla catla)",400.0,,No
12550,02/19/2026,07:42,pond_9a0003fb,Morning,No,,,Outcome evaluation 2,Control,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #2, pH pen #14",Sunny,3.3,8.27,,,0.25,0.02,25.5,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,Water sanitizers,02/13/2026,,,1400,2704,"Rohu (Labeo rohita), Catla (Catla catla)",700.0,,No
12554,02/19/2026,07:41,pond_cc57546e,Morning,No,,,Outcome evaluation 2,Treatment,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.7,8.2,,,0.0,0.0,26.1,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,850,2635,"Rohu (Labeo rohita), Catla (Catla catla)",300.0,,No
12553,02/19/2026,07:35,pond_f5213f43,Morning,No,,,Outcome evaluation 2,Treatment,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,4.0,8.05,,,0.0,0.0,26.1,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,750,2609,"Catla (Catla catla), Rohu (Labeo rohita)",1000.0,,No
12549,02/19/2026,07:30,pond_ca25b296,Morning,No,,,Outcome evaluation 2,Control,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #2, pH pen #14",Sunny,3.2,7.98,,,0.0,0.0,25.5,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,Water probiotics,,0-7 days ago,,500,3201,"Catla (Catla catla), Rohu (Labeo rohita)",900.0,,No
12552,02/19/2026,07:22,pond_2e0e9d1a,Morning,No,,,Outcome evaluation 2,Control,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #2, pH pen #14",Sunny,3.0,7.88,,,0.0,0.0,25.6,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,Water probiotics,,0-7 days ago,,500,2787,"Catla (Catla catla), Rohu (Labeo rohita)",1100.0,,No
12561,02/18/2026,08:23,pond_69509b5b,Morning,No,,,Regular ara pond,Treatment,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.2,8.15,,,0.25,0.02,26.1,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,1000,9000,"Rohu (Labeo rohita), Catla (Catla catla)",150.0,,No
12560,02/18/2026,08:12,pond_5f07dc7a,Morning,No,,,Regular ara pond,Treatment,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.1,7.73,,,0.25,0.01,26.0,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,500,4190,"Rohu (Labeo rohita), Catla (Catla catla)",150.0,,No
12559,02/18/2026,07:53,pond_44865e41,Morning,No,,,Regular ara pond,Treatment,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.5,8.16,,,0.0,0.0,26.1,,,,Light green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,100,20000,"Rohu (Labeo rohita), Catla (Catla catla)",30.0,,No
12558,02/18/2026,07:45,pond_74ea5a99,Morning,No,,,Regular ara pond,Treatment,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.1,8.14,,,0.0,0.0,26.1,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,850,6667,"Rohu (Labeo rohita), Catla (Catla catla)",100.0,,No
12545,02/17/2026,08:27,pond_522cd38a,Morning,No,,,Regular ara pond,Treatment,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.1,8.15,,,0.0,0.0,26.3,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,650,6316,"Rohu (Labeo rohita), Catla (Catla catla)",200.0,,No
12544,02/17/2026,08:20,pond_304a9d41,Morning,No,,,Regular ara pond,Treatment,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.2,8.4,,,0.0,0.0,26.1,,,,Light green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,150,71429,"Rohu (Labeo rohita), Catla (Catla catla)",50.0,,No
12566,02/17/2026,07:57,pond_fb9877ae,Morning,No,,,Regular ara pond,Treatment,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.4,8.3,,,0.0,0.0,26.3,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,500,1941,"Rohu (Labeo rohita), Catla (Catla catla)",200.0,,No
12543,02/17/2026,07:45,pond_0b0963e5,Morning,No,,,Regular ara pond,Treatment,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Foggy,3.2,8.2,,,0.5,0.04,26.3,,,,Light green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,400,5357,"Rohu (Labeo rohita), Catla (Catla catla)",200.0,,No
12534,02/14/2026,08:10,pond_eb2903bd,Morning,No,,,Outcome evaluation 2,Control,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #2, pH pen #14",Sunny,3.0,8.18,,,0.25,0.02,25.4,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,850,2927,"Rohu (Labeo rohita), Catla (Catla catla)",500.0,,No
12538,02/14/2026,07:48,pond_4302964d,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #2, pH pen #14",Sunny,3.3,8.26,,,0.25,0.02,25.5,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,100,35089,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12537,02/14/2026,07:42,pond_a0b42194,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #2, pH pen #14",Sunny,3.7,8.26,,,0.25,0.02,25.6,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,500,11538,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12533,02/14/2026,07:31,pond_917e0459,Morning,No,,,Outcome evaluation 2,Treatment,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #2, pH pen #14",Sunny,3.3,8.15,,,0.25,0.02,25.3,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,800,1515,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
12521,02/13/2026,08:06,pond_3a0067e4,Morning,No,,,Regular ara pond,Treatment,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.5,7.9,,,0.25,0.01,25.2,,,,Light green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,50,31579,"Rohu (Labeo rohita), Catla (Catla catla)",30.0,,No
12541,02/13/2026,07:56,pond_ac78f7f3,Morning,No,,,Outcome evaluation 2,Control,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #2, pH pen #14",Sunny,3.5,7.98,,,0.0,0.0,25.6,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,800,2625,"Rohu (Labeo rohita), Catla (Catla catla)",800.0,,No
12520,02/13/2026,07:51,pond_c2458988,Morning,No,,,Regular ara pond,Treatment,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.4,8.2,,,0.0,0.0,25.1,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,200,13931,"Rohu (Labeo rohita), Catla (Catla catla)",20.0,,No
12531,02/13/2026,07:50,pond_5e81f369,Morning,No,,,Outcome evaluation 2,Control,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #2, pH pen #14",Sunny,3.2,7.8,,,0.25,0.01,25.2,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,1250,2556,"Catla (Catla catla), Rohu (Labeo rohita)",1300.0,,No
12502,02/12/2026,08:12,pond_44f24b9a,Morning,No,,,Outcome evaluation 2,Treatment,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,4.0,8.31,,,0.0,0.0,25.2,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,1100,2844,"Catla (Catla catla), Rohu (Labeo rohita)",900.0,,No
12495,02/11/2026,08:15,pond_f6d09111,Morning,No,,,Regular ara pond,Treatment,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,4.2,8.41,,,0.25,0.03,25.7,,,,Light green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,50,19333,"Rohu (Labeo rohita), Catla (Catla catla)",50.0,,No
12494,02/11/2026,07:55,pond_d7feb952,Morning,No,,,Regular ara pond,Treatment,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,1.0,8.4,,,0.0,0.0,25.7,,,,Light green,No,Dissolved Oxygen,Stop feeding for 24 hours,,,,,,,,,,,,,0,0,0,,,,,,150,10476,"Rohu (Labeo rohita), Catla (Catla catla)",100.0,,No
12492,02/11/2026,07:42,pond_60dd3196,Morning,No,,,Regular ara pond,Treatment,Ravi,"Winkler's Method (DO), Thermometer #4, pH pen #11, API Ammonia Test Kit",Sunny,0.8,8.15,,,0.25,0.02,25.6,,,,Light green,No,Dissolved Oxygen,Stop feeding for 24 hours,,,,,,,,,,,,,0,0,0,,,,,,150,15068,"Rohu (Labeo rohita), Catla (Catla catla)",100.0,,No
12513,02/10/2026,08:20,pond_bdf8fe72,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #2, pH pen #14",Sunny,3.1,8.17,,,0.25,0.02,25.6,,,,Light green,Yes,,,,,,,,,,,,,,,0,0,0,,Lice medicine,02/10/2026,,,300,7576,"Rohu (Labeo rohita), Catla (Catla catla)",250.0,,No
12511,02/10/2026,08:06,pond_fc8ef4d2,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #2, pH pen #14",Sunny,3.5,8.31,,,0.0,0.0,25.7,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,750,6667,"Rohu (Labeo rohita), Catla (Catla catla)",300.0,,No
12487,02/10/2026,08:05,pond_d5629838,Morning,No,,,Outcome evaluation 2,Treatment,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,1.4,8.04,,,0.5,0.03,25.4,,,,Dark green,No,Dissolved Oxygen,Stop feeding for 24 hours,,,,,,,,,,,,,1000,0,0,,"Stop feeding for 24 hours, Lice medicine",02/09/2026,0-7 days ago,,500,2230,"Rohu (Labeo rohita), Catla (Catla catla)",250.0,,No
12474,02/10/2026,07:51,pond_49ea61c0,Morning,No,,,Outcome evaluation 2,Treatment,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.4,8.03,,,0.25,0.01,25.5,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,Minerals,02/08/2026,0-7 days ago,Zinc 1kg/acre,750,2324,"Rohu (Labeo rohita), Catla (Catla catla)",250.0,,No
12473,02/10/2026,07:44,pond_c01f770d,Morning,No,,,Outcome evaluation 2,Treatment,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.2,7.85,,,0.25,0.01,25.3,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,1000,2424,"Catla (Catla catla), Rohu (Labeo rohita)",900.0,,No
12472,02/10/2026,07:34,pond_b296eebf,Morning,No,,,Outcome evaluation 2,Control,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, pH pen #11, Thermometer #4",Sunny,3.1,7.96,,,0.0,0.0,25.5,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,2150,2078,"Catla (Catla catla), Rohu (Labeo rohita)",1200.0,,No
12496,02/10/2026,07:27,pond_cf980f71,Morning,No,,,Outcome evaluation 2,Control,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #2, pH pen #14",Sunny,1.4,8.03,,,0.25,0.01,25.3,,,,Saturated green,No,Dissolved Oxygen,,,,,,,,,,,,,,0,0,0,,Lice medicine,,0-7 days ago,,1700,2588,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12460,02/09/2026,08:19,pond_80e22f42,Morning,No,,,Outcome evaluation 2,Control,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.7,8.35,,,0.0,0.0,25.6,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,850,2963,"Rohu (Labeo rohita), Catla (Catla catla)",300.0,,No
12467,02/09/2026,08:03,pond_e6185c34,Morning,No,,,Regular ara pond,Treatment,Ravi,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #4, pH pen #11",Sunny,3.4,8.12,,,0.0,0.0,25.6,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,Water inflow (only),,0-7 days ago,Water source available.,500,3111,"Catla (Catla catla), Rohu (Labeo rohita)",50.0,,No
12463,02/09/2026,07:55,pond_c7407a79,Morning,No,,,Outcome evaluation 2,Treatment,Nagaraju P.,"Winkler's Method (DO), API Ammonia Test Kit, Thermometer #2, pH pen #14",Sunny,3.1,8.23,,,0.5,0.04,25.2,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,1200,2773,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
